Won,expert,0,161.528,50.21401023864746094,0.019999980926513672,58.89877796173096,93.87484812736511,1.0100300312042236
Lost,expert,99,12.056,40.060005903244018555,0.010000944137573242,0.0,11.087108373641968,0.8120818138122559
Lost,expert,83,42.101,40.21702170372009277,0.018002986907958984,10.424041032791138,38.06780648231506,1.621161699295044
Won,expert,0,104.879,20.5370523929595947,0.4240424633026123,66.51965141296387,81.84518384933472,2.024202823638916
Lost,beginner,1,11.816,40.0220034122467041,0.0019998550415039062,5.8095808029174805,5.136511564254761,0.8020811080932617
Won,beginner,0,6.957,10.03500533103942871,0.0019998550415039062,9.819981575012207,7.789776802062988,1.003101110458374
Lost,beginner,10,3.885,30.04600858688354492,0.0029997825622558594,9.819981575012207,11.026098728179932,1.605161190032959
Won,beginner,0,11.784,20.061009883880615234,0.0039997100830078125,17.448745250701904,14.690464735031128,2.0062012672424316
Won,beginner,0,6.385,00.06901097297668457,0.0039997100830078125,22.059206247329712,16.375632762908936,2.0062012672424316
Won,beginner,0,10.502,10.08401083946228027,0.0039997100830078125,28.46784734725952,20.18201470375061,2.207221269607544
Won,beginner,0,10.482,10.1030118465423584,0.0039997100830078125,32.87728786468506,24.563454389572144,2.4082412719726562
Won,beginner,0,11.729,10.11601448059082031,0.0050008296966552734,40.887088775634766,27.995795488357544,2.6082613468170166
Won,beginner,0,8.527,00.12201476097106934,0.0050008296966552734,48.10281181335449,29.229917287826538,2.6082613468170166
Won,beginner,0,9.226,00.1360149383544922,0.0050008296966552734,52.71227169036865,32.35623121261597,2.6082613468170166
Lost,beginner,10,1.597,10.14101505279541016,0.006000995635986328,52.71227169036865,33.712366342544556,2.808281183242798
Won,beginner,0,7.979,00.1490154266357422,0.006000995635986328,58.92389464378357,35.395533084869385,2.808281183242798
Won,beginner,0,10.791,00.15701556205749512,0.006000995635986328,67.94379663467407,37.07770109176636,2.808281183242798
